Job Title,Job_URL,EX_level_demand,Time_Limitation,Search_Keyword,Posted_from,Description,Category1_URL_search,Category_1,highlight,Category2_URL_search,Category_2,Category3_URL_search,Category_3,Category4_URL_search,Category_4,Category5_URL_search,Category_5,Category6_URL_search,Category_6,Category7_URL_search,Category_7,Category8_URL_search,Category_8,Category9_URL_search,Category_9,Applicants_Num,Payment_Situation,Enterprise_Client,Freelancers_Num,Spent($),Client_Country,Connects_Num,New_Connects_Num,Rating,Feedback_Num,Payment_type,Job_Cost,Hourly_Rate,Start_rate,End_rate
Glassdoor Job Crawler,https://www.upwork.com/jobs/Glassdoor-Job-Crawler_~01305a468ce275256f/,Intermediate,,Data_science,4 hours ago,"Hi talents, 
I am looking for a developer to write a crawler/script (preferably python scrapy) for the website glassdoor. The script should crawl job data from the site. It should work on a scale.
I need fields like full job description(this is mandatory), location, salary, job title, company, and job link/url.

Thanks",https://www.upwork.com/nx/jobs/search/?ontology_skill_uid=1031626730405085184,Data Scraping,data,https://www.upwork.com/nx/jobs/search/?ontology_skill_uid=1031626778132070400,Scrapy,https://www.upwork.com/nx/jobs/search/?ontology_skill_uid=1031626728333099008,Web Crawling,,,,,,,,,,,,,5 to 10,Payment verified,,1,100,Nepal,2,4,4.685185185,2,Fixed-price,$40 ,,0,
Expert of R and Statistics required for an urgent task,https://www.upwork.com/jobs/Expert-and-Statistics-required-for-urgent-task_~01bbf67f7008b4a433/,Expert,,Data_science,4 hours ago,An expert in R language is required who has extensive experience of working with r studio and know regression models. Further details will be provided once you submit a proposal as it's an educational task,https://www.upwork.com/nx/jobs/search/?ontology_skill_uid=1031626729515892736,Data Analysis,Data Analysis,https://www.upwork.com/nx/jobs/search/?ontology_skill_uid=1031626730384113664,Data Science,https://www.upwork.com/nx/jobs/search/?ontology_skill_uid=1052162208890146823,Data Visualization,https://www.upwork.com/nx/jobs/search/?ontology_skill_uid=1031626730287644672,Data Mining,https://www.upwork.com/nx/jobs/search/?ontology_skill_uid=1031626782833885184,Statistics,https://www.upwork.com/nx/jobs/search/?ontology_skill_uid=1031626773103099904,R,https://www.upwork.com/nx/jobs/search/?ontology_skill_uid=1031626772763361280,Quantitative Analysis,https://www.upwork.com/nx/jobs/search/?ontology_skill_uid=1031626712596070400,Analytics,https://www.upwork.com/nx/jobs/search/?ontology_skill_uid=1031626755474440192,Machine Learning,15 to 20,Payment unverified,,1,0,Pakistan,2,4,,0,Fixed-price,$99 ,,0,
Learning Needs Assessment Data Merge and Results Report,https://www.upwork.com/jobs/Learning-Needs-Assessment-span-Data-span-Merge-and-Results-Report_~013cf451f47fc40283/,Intermediate,"Less than 1 month, Less than 30 hrs/week",Data_science,4 hours ago,"We conducted a in person learning needs assessment:
That have resulted in 3 separate excel documents containing recorded data from 

Manager 9 tabs 
Supervisors 13 tabs
Front Line Employees 26 tabs 

I need help compiling and organizing the data with the goal of creating reports that can generate visuals of the results that will allow us to make decisions.",https://www.upwork.com/nx/jobs/search/?ontology_skill_uid=1504884905990946816,Data Analytics,Data,https://www.upwork.com/nx/jobs/search/?ontology_skill_uid=1031626729515892736,Data Analysis,https://www.upwork.com/nx/jobs/search/?ontology_skill_uid=1052162208890146823,Data Visualization,https://www.upwork.com/nx/jobs/search/?ontology_skill_uid=1253342880257945600,Human Resources Analytics,https://www.upwork.com/nx/jobs/search/?ontology_skill_uid=1225465936942960640,Dashboard,https://www.upwork.com/nx/jobs/search/?ontology_skill_uid=1031626758615973888,Microsoft Excel,,,,,,,15 to 20,Payment unverified,,1,0,United States,2,4,,0,Hourly,,$45.00-$73.00,$45.00 ,$73.00 
Google Business & Analytics,https://www.upwork.com/jobs/Google-Business-amp-Analytics_~014d52467415415b25/,Intermediate,"1 to 3 months, Less than 30 hrs/week",Data_science,4 hours ago,"Hello, I am looking for someone to improve my google business setup. I need to do a bulk upload of business data (~55 business locations nationwide) including images. I need to set hours of operation, contact numbers, etc. I need training on future edits and updates.

Additionally, I need training, understanding, and recommendations for google analytics. I want to understand how to leverage google as a platform to generate sales & more.",https://www.upwork.com/nx/jobs/search/?ontology_skill_uid=1031626729515892736,Data Analysis,data,https://www.upwork.com/nx/jobs/search/?ontology_skill_uid=1031626741842952192,Google Analytics,https://www.upwork.com/nx/jobs/search/?ontology_skill_uid=1031626741817786368,Google Ads,https://www.upwork.com/nx/jobs/search/?ontology_skill_uid=1031626749027794944,Internet Marketing,https://www.upwork.com/nx/jobs/search/?ontology_skill_uid=1031626778853490688,Search Engine Optimization,https://www.upwork.com/nx/jobs/search/?ontology_skill_uid=1031626778882850816,SEO Keyword Research,,,,,,,10 to 15,Payment verified,,1,90000,United States,6,12,4.997558243,24,Hourly,,$45.00-$73.00,$45.00 ,$73.00 
Digital Analytics talent needed for help with GA4 transition and other analytics platform consulting,https://www.upwork.com/jobs/Digital-Analytics-talent-needed-for-help-with-GA4-transition-and-other-analytics-platform-consulting_~013e388415b4790168/,Expert,"1 to 3 months, Less than 30 hrs/week",Data_science,4 hours ago,"TSI is a moving and shipping company that has 2 divisions: One provides small move and specialty shipping options to consumers and businesses.  The other provides moving and downsizing services for seniors and senior living communities.  We rely on data to help us make business decisions and are in need of some additional help and upgrades to the analytic platforms we use (or should be using). 

The TSI marketing team is looking for a well-rounded analytics consultant to help execute and educate us in a few areas of business intelligence and data analytics.  One objective will be to help transition and further educate us from Google Universal Analytics to GA4. Also provide recommendations and light training on other analytic platforms that might be helpful (ie: Tableau or Data Studios). We would look for this person to understand our general business model, important goals and KPIs.  Then be able to make recommendations and provide specific instructions on which data analytic platforms would best help us achieve our objectives and how. May require some hands on executing of said data analytics.   Some deliverables include:

1) Helping us with transition to GA4. 
*Currently using Universal Analytics
*GA4 is set up and tracking, but mostly just doing the basics. We need to expand and define it better and be ready when Unv GA shuts down.
*Specific deliverables for GA4
	- Setting up and tracking events and conversions
	- Pathing and funnel capabilities and reporting
	- Deeper dive into Exploration and how to create custom reports.  
	- Creating audiences and retargeting
	- Possible ecommerce exploration

2) Additional analytic platforms for combining and analyzing data
*We have multiple digital platforms running different programs and campaigns - paid search, email/automation campaigns, phone tracking, CRM data, etc.  
*Interested in bringing on additional platforms for analyzing data such as Tableau or Google Data Studio. Looking for input on which one is better and why. Or, is there another one out there that is better for us.

3) Knowledge of integrating with CRMs such as Salesforce or Netsuite desired.",https://www.upwork.com/nx/jobs/search/?ontology_skill_uid=1031626784704544768,Tableau,data,https://www.upwork.com/nx/jobs/search/?ontology_skill_uid=1031626755084369920,Looker,https://www.upwork.com/nx/jobs/search/?ontology_skill_uid=1225465936942960640,Dashboard,https://www.upwork.com/nx/jobs/search/?ontology_skill_uid=1031626742535012352,Google Tag Manager,https://www.upwork.com/nx/jobs/search/?ontology_skill_uid=1253342879461027840,Growth Analytics,https://www.upwork.com/nx/jobs/search/?ontology_skill_uid=1031626741842952192,Google Analytics,,,,,,,10 to 15,Payment verified,,1,2000,United States,4,8,,0,Hourly,,$50.00-$100.00,$50.00 ,$100.00 
"Kobold AI , Pygmalion AI expert needed",https://www.upwork.com/jobs/Kobold-Pygmalion-expert-needed_~015a2a64b916dc4fc0/,Intermediate,"Less than 1 month, Less than 30 hrs/week",Data_science,4 hours ago,"We need help setting up Kobold AI with Pygmalion 6B as a base model , and using Kobold as an API into our application. We would prefer someone who can help deploy this on GCP / AWS or Vast.ai but its not a requirement.

Thanks!",https://www.upwork.com/nx/jobs/search/?ontology_skill_uid=1031626716094119936,Artificial Intelligence,,https://www.upwork.com/nx/jobs/search/?ontology_skill_uid=1110580640142053376,Neural Network,https://www.upwork.com/nx/jobs/search/?ontology_skill_uid=1031626716102508544,Artificial Neural Network,,,,,,,,,,,,,5 to 10,Payment verified,,1,30000,United Arab Emirates,2,4,4.8735192,59,Hourly,,$18.00-$300.00,$18.00 ,$300.00 
Matlab project with image processing,https://www.upwork.com/jobs/Matlab-project-with-image-processing_~015ccd8d60628484a1/,Expert,,Data_science,4 hours ago,Small matlab project with imaging processing with CNN,https://www.upwork.com/nx/jobs/search/?ontology_skill_uid=1031626756875337728,MATLAB,,https://www.upwork.com/nx/jobs/search/?ontology_skill_uid=1031626747383627776,Image Processing,,,,,,,,,,,,,,,20 to 50,Payment verified,,1,2000,United Kingdom,4,8,4.91452548,18,Fixed-price,$200 ,,0,
Talk with me about training chat-modeling,https://www.upwork.com/jobs/Talk-with-about-training-chat-modeling_~01d49ad87be7098148/,Intermediate,"Less than 1 month, Less than 30 hrs/week",Data_science,4 hours ago,"I am interested in training a chatbot to offer suggestions on mushroom identification. I already have a database with species and characteristics. I am considering both text-based guided questions to help filter from a list of 1000 mushrooms, to a few options the user could consider, or possibly something more visual user photos and ""more like A or B"".

I don't know anything about creating these models, or what control I have in maintaining control over the improved models we create. I would like to hire someone to talk with me and possibly work up a very simple proof of concept.

I am open to candidates anywhere in the world but prefer you have availability to be online a few hours between 7am and 6pm US PST time.

You should have earned at least $1000 in previous Upwork projects",https://www.upwork.com/nx/jobs/search/?ontology_skill_uid=1623716864178130944,ChatGPT,,https://www.upwork.com/nx/jobs/search/?ontology_skill_uid=1253342869935763456,Chatbot,https://www.upwork.com/nx/jobs/search/?ontology_skill_uid=1253342885165281280,Machine Learning Model,https://www.upwork.com/nx/jobs/search/?ontology_skill_uid=1253342887082078208,Model Tuning,https://www.upwork.com/nx/jobs/search/?ontology_skill_uid=1031626755474440192,Machine Learning,,,,,,,,,10 to 15,Payment verified,,1,10000,United States,2,4,4.91885868,69,Hourly,,$18.00-$40.00,$18.00 ,$40.00 
Scrape a list of email addresses from various sites,https://www.upwork.com/jobs/Scrape-list-email-addresses-from-various-sites_~01f6f5c5d73b1e9edd/,Entry level,,Data_science,4 hours ago,"Looking for someone to pull a list of all companies from few Chamber of Commerce websites and then note their website address and email address

https://business.bethelmaine.com/list
http://business.oxfordhillsmaine.com/list/
https://www.visitmwv.com/service-directory",https://www.upwork.com/nx/jobs/search/?ontology_skill_uid=1031626730405085184,Data Scraping,Data Scraping,https://www.upwork.com/nx/jobs/search/?ontology_skill_uid=1031626730287644672,Data Mining,https://www.upwork.com/nx/jobs/search/?ontology_skill_uid=1031626730136649728,Data Entry,,,,,,,,,,,,,10 to 15,Payment verified,,1,100,United States,4,8,5,3,Fixed-price,$100 ,,0,
"Deep learning, AI expert for Yolo.v5, Custom training, Tracking",https://www.upwork.com/jobs/Deep-learning-expert-for-Yolo-Custom-training-Tracking_~01efb366e88b4b9c11/,Expert,"Less than 1 month, Less than 30 hrs/week",Data_science,4 hours ago,"I am looking for an AI consultant.
I need to talk with an AI expert to discuss Deep Learning, Training for our project. 

What skill requires? 
- Fluent in English, 
- Deep knowledge about AI, deep learning, computer vision, tracking, training, 
- TrackNet, Detectron, Yolo frameworks.",https://www.upwork.com/nx/jobs/search/?ontology_skill_uid=1031626761858170880,Natural Language Processing,,https://www.upwork.com/nx/jobs/search/?ontology_skill_uid=1031626730904207360,Deep Learning,https://www.upwork.com/nx/jobs/search/?ontology_skill_uid=1031626755474440192,Machine Learning,https://www.upwork.com/nx/jobs/search/?ontology_skill_uid=1110580640142053376,Neural Network,https://www.upwork.com/nx/jobs/search/?ontology_skill_uid=1031626726596657152,Computer Vision,https://www.upwork.com/nx/jobs/search/?ontology_skill_uid=996364628025274386,Python,https://www.upwork.com/nx/jobs/search/?ontology_skill_uid=1031626716094119936,Artificial Intelligence,https://www.upwork.com/nx/jobs/search/?ontology_skill_uid=1031626752332906496,Keras,https://www.upwork.com/nx/jobs/search/?ontology_skill_uid=1031626785698594816,TensorFlow,20 to 50,Payment verified,,1,10000,Ukraine,2,4,4.688237557,41,Hourly,,$35.00-$71.00,$35.00 ,$71.00 
AWS Data Analyst,https://www.upwork.com/jobs/AWS-span-Data-span-Analyst_~01ce8c438e93b9821f/,Expert,"Less than 1 month, Less than 30 hrs/week",Data_science,4 hours ago,We are looking a data analyst to analyze HubSpot data currently saved to AWS Redshift.,https://www.upwork.com/nx/jobs/search/?ontology_skill_uid=1225465936942960640,Dashboard,Data,https://www.upwork.com/nx/jobs/search/?ontology_skill_uid=1110580677601382400,Report,https://www.upwork.com/nx/jobs/search/?ontology_skill_uid=996364628025274386,Python,https://www.upwork.com/nx/jobs/search/?ontology_skill_uid=1031626712214388736,Amazon Redshift,https://www.upwork.com/nx/jobs/search/?ontology_skill_uid=1031626782364123136,SQL,,,,,,,,,15 to 20,Payment verified,,1,10000,United States,2,4,4.9289767,10,Hourly,,$40.00-$75.00,$40.00 ,$75.00 
Financial Chatbot - ChatGPT and open source GPT model,https://www.upwork.com/jobs/Financial-Chatbot-ChatGPT-and-open-source-GPT-model_~01b6832c353f2005c8/,Expert,"More than 6 months, 30+ hrs/week",Data_science,4 hours ago,"We are looking for an experienced data scientist who's super familiar chatgpt especially its open source alternatives such as GPT-J and GPT-Neo. Also, be familiar with preparing the clear structured training input data thru prompt engineering or other technologies. 

The ideal candidate should be able to present a demo of chatbot that he created before during the interview along with a total cost/timeline range.

Once hired, the idea is to train a simple compiled financial chatbot including creating APIs for a trading app to go thru the entire work flow. Then keep adding more training inputs to enhance the capability of the bot",https://www.upwork.com/nx/jobs/search/?ontology_skill_uid=1253342869935763456,Chatbot,data,https://www.upwork.com/nx/jobs/search/?ontology_skill_uid=996364628025274381,C++,https://www.upwork.com/nx/jobs/search/?ontology_skill_uid=996364628025274386,Python,https://www.upwork.com/nx/jobs/search/?ontology_skill_uid=1031626761858170880,Natural Language Processing,https://www.upwork.com/nx/jobs/search/?ontology_skill_uid=1623716864308154368,Prompt Engineering,,,,,,,,,5 to 10,Payment verified,,1,40000,United States,6,12,4.34395239,36,Hourly,,$40.00-$50.00,$40.00 ,$50.00 
GIS Analyst for Renewable Energy Development Firm,https://www.upwork.com/jobs/GIS-Analyst-for-Renewable-Energy-Development-Firm_~01367f8738cf38cc9a/,Intermediate,"3 to 6 months, Less than 30 hrs/week",Data_science,4 hours ago,"Looking for an experienced GIS analyst to assist in renewable energy development exercises. You will be working with a small internal team to develop landowner identification maps, setback maps, and environmental constraints maps and other for our internal development pipeline and existing clients pipeline work. We develop both wind farms and solar farms. We are looking for a reliable contractor who can deliver maps quickly. If it is a good fit there is an opportunity to join the company for a full time position and the ability to grow with the company.",https://www.upwork.com/nx/jobs/search/?ontology_skill_uid=1031626730384113664,Data Science,Data Science,https://www.upwork.com/nx/jobs/search/?ontology_skill_uid=1052162208890146823,Data Visualization,https://www.upwork.com/nx/jobs/search/?ontology_skill_uid=1031626782364123136,SQL,https://www.upwork.com/nx/jobs/search/?ontology_skill_uid=1031626745110315008,HTML,https://www.upwork.com/nx/jobs/search/?ontology_skill_uid=1031626728794472448,CSS,https://www.upwork.com/nx/jobs/search/?ontology_skill_uid=1031626772146798592,PySpark,https://www.upwork.com/nx/jobs/search/?ontology_skill_uid=1031626751951224832,Jupyter,https://www.upwork.com/nx/jobs/search/?ontology_skill_uid=1031626741322858496,GitHub,https://www.upwork.com/nx/jobs/search/?ontology_skill_uid=1031626715477557248,ArcGIS,Less than 5,Payment unverified,,1,0,United States,4,8,,0,Hourly,,$25.00-$30.00,$25.00 ,$30.00 
AWS / web developer for cloud data processing with prebuilt data processing pipeline,https://www.upwork.com/jobs/AWS-web-developer-for-cloud-span-data-span-processing-with-prebuilt-span-data-span-processing-pipeline_~011b0dcd2610e02de9/,Intermediate,"1 to 3 months, Less than 30 hrs/week",Data_science,4 hours ago,"Hi all,
    We need to create an AWS EC2 instance which allows a remote user to upload a dataset (2-10 Mb), allows for  another user with access to the AWS server to interact with a GUI, and a then processed data to be downloadable by the external user while the instance is running. We have fully developed the internal data processing application which includes a python and matlab program which interact with each other. General tasks will be

- Creating a method/ sub program for a remote ""user"" to upload and download data that interacts or is generated by the program

- Create an AWS instance that efficiently uses GPUs for running the programs we've developed and allows us to internally interact with a pyqt GUI that the python program contains.

We're in a bit of a rush so the initial goals need to be met within a month but we're happy to continue work beyond the ask if the project is going well. I would be working directly with you for the majority of the time. Per ususal, the job requires the contractor enter into a non-disclosure agreement and sharing of the code outside of our organization will result in legal consequences.

 Many thanks",https://www.upwork.com/nx/jobs/search/?ontology_skill_uid=996364628012691471,Amazon Web Services,data,https://www.upwork.com/nx/jobs/search/?ontology_skill_uid=996364628025274386,Python,https://www.upwork.com/nx/jobs/search/?ontology_skill_uid=1031626711912398848,Amazon EC2,https://www.upwork.com/nx/jobs/search/?ontology_skill_uid=1031626718476484608,AWS Lambda,https://www.upwork.com/nx/jobs/search/?ontology_skill_uid=1031626718187077632,AWS Application,,,,,,,,,10 to 15,Payment unverified,,1,0,United States,6,12,,0,Hourly,,$50.00-$120.00,$50.00 ,$120.00 
AI Model Builder - Mortgages,https://www.upwork.com/jobs/Model-Builder-Mortgages_~0189d363a0c38a5249/,Expert,"3 to 6 months, 30+ hrs/week",Data_science,4 hours ago,"Hi there, 

We're working on automating mortgage underwriting. We have already pre-existing algorithms for rules from 52+ Banks. We'd like to combine conversational AI to bridge the gap between rigid rules and complex client cases.

If you have experience in this area - let's connect!",https://www.upwork.com/nx/jobs/search/?ontology_skill_uid=1031626730384113664,Data Science,Data Science,https://www.upwork.com/nx/jobs/search/?ontology_skill_uid=1031626716094119936,Artificial Intelligence,https://www.upwork.com/nx/jobs/search/?ontology_skill_uid=996364628025274386,Python,https://www.upwork.com/nx/jobs/search/?ontology_skill_uid=1031626755474440192,Machine Learning,https://www.upwork.com/nx/jobs/search/?ontology_skill_uid=1031626761858170880,Natural Language Processing,https://www.upwork.com/nx/jobs/search/?ontology_skill_uid=1110580640142053376,Neural Network,https://www.upwork.com/nx/jobs/search/?ontology_skill_uid=1031626730904207360,Deep Learning,https://www.upwork.com/nx/jobs/search/?ontology_skill_uid=1031626785698594816,TensorFlow,,,10 to 15,Payment verified,,1,0,Canada,6,12,,0,Hourly,,$50.00-$70.00,$50.00 ,$70.00 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
